Department,Sex,Mode,Att-S1,Att-S2,Att-S3,Att-S4,Att-S5,Att-S6,Att-S7,Att-S8,Discounts,NO-Re-exams,GPA-S1,GPA-S2,GPA-S3,GPA-S4,GPA-S5,GPA-S6,GPA-S7,GPA-S8,Status 
Computer-Application,Female,Fulltime,0.82,0.95,0.8,0.65,0.84,0.78,0.87,0.54,20,5,68.42,57.25,56.42,65.92,60.17,60.83,56.9,72.13,Will Graduate
Computer-Application,Male,Fulltime,0.66,0.92,0.64,0.92,0.69,0.69,0.9,0.94,0,0,93.08,94,91.5,94.5,95.42,93.17,93.8,95,Will Graduate
Computer-Application,Male,Fulltime,0.5,0.7,0.5,0.9,0.51,0.87,0.79,0.87,20,2,64.75,65.25,60,62.33,70.67,71,67.5,80,Will Graduate
Computer-Application,Female,Fulltime,0.99,0.86,0.8,0.94,0.82,0.77,0.89,0.63,0,0,76.67,75.5,74.42,68,66.33,66.83,63.7,72.75,Will Graduate
Computer-Application,Male,Fulltime,0.5,0.59,0.99,0.66,0.85,0.75,0.73,0.88,0,0,84.58,86.92,71.58,79.92,84.42,89.33,87.9,95.38,Will Graduate
Computer-Application,Female,Fulltime,0.73,0.51,0.85,0.73,0.6,0.81,0.74,0.81,0,9,66.5,61.67,54.83,63.17,55.58,60.33,63.9,78.38,Will Graduate
Computer-Application,Male,Parttime,0.6,0.53,0.87,0.77,0.74,0.88,0.68,0.79,0,18,80.75,70.75,60,61.5,60.17,63,55.8,63,Will Graduate
Computer-Application,Male,Fulltime,0.51,0.87,0.81,0.96,0.89,0.55,0.58,0.74,0,3,67.92,66.33,66.67,62.5,63.67,70,57,72.75,Will Graduate
Computer-Application,Male,Fulltime,0.5,0.76,0.82,0.84,0.73,0.64,0.5,0.61,0,0,86.75,88.33,70.92,79.92,69.75,83,73.3,88.63,Will Graduate
Computer-Application,Male,Fulltime,0.54,0.89,0.82,0.96,0.81,0.71,0.61,0.94,0,0,80.25,83.57,86.67,87.67,80.5,76.17,73.5,76.5,Will Graduate
Computer-Application,Male,Fulltime,0.88,0.56,0.66,0.65,0.77,0.91,0.73,0.92,20,0,83.42,83.67,83,82.67,88.08,85.17,80.9,84.38,Will Graduate
Computer-Application,Male,Fulltime,0.9,0.77,0.64,0.9,0.57,0.69,0.71,0.99,0,0,66.5,65.92,71.33,68.17,70.42,73,71.8,82,Will Graduate
Computer-Application,Male,Parttime,0.81,0.62,0.64,0.86,0.88,0.83,0.53,0.67,0,0,66.5,67.33,72.33,70.83,68.17,68.17,68.2,82.25,Will Graduate
Computer-Application,Female,Fulltime,0.75,0.75,0.99,0.72,0.63,0.99,0.55,0.81,0,0,64.58,62.42,71.25,80.25,77.67,75.5,73.2,80.5,Will Graduate
Computer-Application,Male,Parttime,0.89,0.54,0.53,0.51,0.99,0.94,0.7,0.7,0,1,73.58,67.17,65.42,72.17,60.08,66.17,62.5,80.5,Will Graduate
Computer-Application,Male,Parttime,0.9,0.89,0.78,0.74,0.88,0.65,0.65,0.77,0,1,72.08,72.67,66.67,64,66.25,65.17,68,72.63,Will Graduate
Computer-Application,Male,Fulltime,0.92,0.79,0.68,0.54,0.66,0.68,0.95,0.7,20,0,84.5,84.5,84.5,91,81.75,82.5,84.2,87.88,Will Graduate
Computer-Application,Male,Fulltime,0.68,0.77,0.83,0.86,0.81,0.96,0.88,0.53,0,0,84.33,77.08,81.58,76,81,77,76.1,83.88,Will Graduate
Computer-Application,Male,Fulltime,0.53,0.55,0.66,0.64,0.75,0.84,0.96,0.76,20,0,84.58,90.92,89.17,91.33,93.17,91,89.2,95.5,Will Graduate
Computer-Application,Male,Fulltime,0.56,0.51,0.86,0.78,0.84,0.85,0.73,0.63,0,0,73.92,69.33,73.33,75.5,71.08,70.33,68,73.63,Will Graduate
Computer-Application,Male,Fulltime,0.94,0.58,0.6,0.77,0.56,0.98,0.72,0.67,100,0,93.25,92.67,94.25,95.5,93.92,92.33,88.6,94.88,Will Graduate
Computer-Application,Male,Fulltime,0.72,0.56,0.65,0.58,0.96,0.58,0.99,0.75,20,0,82.08,77.75,74,74.75,74,77,75.9,65.38,Will Graduate
Computer-Application,Male,Fulltime,0.76,0.58,0.62,0.87,0.98,0.81,0.62,0.67,0,0,75.17,79,75.17,78.33,81.25,79,83.9,79.5,Will Graduate
Computer-Application,Male,Parttime,0.54,0.97,0.76,0.88,0.63,0.51,0.69,0.9,20,1,85,78.5,74.92,78.17,71,70,69.6,75.17,Will Graduate
Computer-Application,Male,Parttime,0.93,0.98,0.6,0.55,0.96,0.67,0.96,0.81,0,1,86.58,72.58,66.67,80.08,78.75,83.46,83.7,94.25,Will Graduate
Computer-Application,Male,Fulltime,0.98,0.92,0.68,0.64,0.68,0.97,0.83,0.74,20,0,72.67,76.25,76.75,77.25,76.33,81.83,72.7,72.25,Will Graduate
Computer-Application,Female,Fulltime,0.71,0.86,0.64,0.65,0.81,0.63,0.69,0.6,0,2,59.42,60.83,60.67,65.67,62.75,60,60.6,68.25,Will Graduate
Computer-Application,Male,Parttime,0.94,0.88,0.61,0.91,0.74,0.97,0.63,0.73,0,1,68.58,76.08,64.83,72.67,73.75,67.83,63,73.5,Will Graduate
Computer-Application,Male,Fulltime,0.79,0.5,0.63,0.66,0.91,0.58,0.68,0.67,20,5,52.92,57.5,58.5,63.17,57,62.83,57.5,67.25,Will Graduate
Computer-Application,Male,Fulltime,0.83,0.61,0.59,0.63,0.89,0.56,0.63,0.98,10,0,94.42,94.3,92.83,94.5,90.33,88.83,85.8,98,Will Graduate
Computer-Application,Male,Parttime,0.53,0.71,0.97,0.72,0.68,0.75,0.72,0.84,0,9,89.08,88.5,88.83,88.33,77.33,68.33,55,87.75,Will Graduate
Computer-Application,Male,Fulltime,0.87,0.52,0.98,0.86,0.85,0.67,0.83,0.64,0,15,56.5,56,58.67,55.83,60.75,66.33,56.6,73.5,Will Graduate
Computer-Application,Male,Fulltime,0.72,0.67,0.72,0.59,0.79,0.7,0.64,0.59,0,3,64.08,58.17,57.83,69.58,63.67,68,66.7,79.63,Will Graduate
Computer-Application,Male,Fulltime,0.55,0.99,0.81,0.56,0.9,0.83,0.95,0.75,0,1,69.08,73.92,72.58,74.83,73.58,73.83,76.3,74.75,Will Graduate
Computer-Application,Female,Fulltime,0.93,0.9,0.73,0.93,0.97,0.55,0.85,0.63,20,8,58,57.17,58.5,62,63.5,60.67,56,63.25,Will Graduate
Computer-Application,Male,Parttime,0.58,0.54,0.95,0.63,0.82,0.71,0.59,0.84,20,9,61.42,63,60.17,65.83,63.33,61.67,54.1,70.13,Will Graduate
Computer-Application,Male,Fulltime,0.91,0.55,0.54,0.54,0.6,0.86,0.53,0.59,60,5,65.17,57.08,60.33,68.17,67.17,69.83,69.5,79.5,Will Graduate
Computer-Application,Male,Fulltime,0.83,0.91,0.55,0.53,0.53,0.53,0.57,0.77,100,0,96.02,95.5,91.58,91.17,93,97.17,89,93.38,Will Graduate
Computer-Application,Male,Parttime,0.62,0.83,0.8,0.5,0.6,0.5,0.71,0.54,0,0,82.92,87.43,88.08,80.42,81.75,74.83,84.7,88,Will Graduate
Computer-Application,Male,Parttime,0.58,0.78,0.66,0.98,0.94,0.76,0.96,0.54,0,4,85.42,82.75,75.25,81.03,71.75,64.83,67.7,63.5,Will Graduate
Computer-Application,Male,Fulltime,0.84,0.59,0.93,0.87,0.59,0.83,0.88,0.91,20,12,63.25,65.92,60.33,60.17,56.92,61.5,54.6,69.25,Will Graduate
Computer-Application,Male,Parttime,0.93,0.92,0.82,0.85,0.8,0.95,0.85,0.92,10,5,80.33,74.73,78,76.25,83.83,84.33,62.2,87.13,Will Graduate
Computer-Application,Male,Parttime,0.53,0.93,0.53,0.87,0.76,0.71,0.77,0.72,0,6,65.5,64.75,56,57.33,69.25,63.5,62.8,63,Will Graduate
Computer-Application,Male,Fulltime,0.82,0.92,0.64,0.97,0.93,0.75,0.94,0.97,0,0,90.5,84.5,89.17,86.33,79.42,85.67,76.2,89.88,Will Graduate
Computer-Application,Male,Parttime,0.54,0.79,0.82,0.76,0.83,0.89,0.97,0.68,20,3,66.83,67.3,65.67,64.17,65.08,69.17,68.6,77.75,Will Graduate
Computer-Application,Female,Fulltime,0.51,0.99,0.93,0.69,0.68,0.83,0.59,0.98,40,0,82.92,87.83,83.83,88.25,87.67,86.33,79.1,85.38,Will Graduate
Computer-Application,Male,Parttime,0.64,0.76,0.88,0.62,0.96,0.96,0.91,0.68,0,5,75.08,68,67.92,63.67,68.33,67.17,61.8,78.75,Will Graduate
Computer-Application,Female,Fulltime,0.68,0.84,0.7,0.97,0.77,0.95,0.95,0.88,0,1,78.92,80.5,65.75,68.67,73.08,75.5,66.1,74.63,Will Graduate
Computer-Application,Male,Fulltime,0.57,0.69,0.77,0.79,0.63,0.78,0.54,0.84,0,3,69.33,62.17,66.5,66.25,67.33,68.17,62,69.25,Will Graduate
Computer-Application,Male,Parttime,0.58,0.89,0.73,0.5,0.79,0.96,0.93,0.8,0,1,84.83,77.3,73.75,73.67,76.08,73.83,77,73.5,Will Graduate
Computer-Application,Female,Fulltime,0.7,0.6,0.91,0.76,0.57,0.59,0.75,0.99,0,0,80.25,83.67,80.5,76.33,74.83,71.17,64.8,72.5,Will Graduate
Computer-Application,Male,Fulltime,0.69,0.97,0.81,0.64,0.78,0.99,0.63,0.66,0,1,81.5,79.92,85.17,70.58,67,67.5,74,86.13,Will Graduate
Computer-Application,Male,Parttime,0.92,0.63,0.91,0.65,0.54,0.73,0.55,0.55,100,5,99.08,97.92,96.83,93.67,89.83,83,68.4,93.75,Will Graduate
Computer-Application,Male,Fulltime,0.6,0.85,0.95,0.71,0.72,0.97,0.67,0.98,0,0,80.08,73.83,77.25,82.5,83.92,75.17,70.8,82.75,Will Graduate
Computer-Application,Female,Fulltime,0.87,0.94,0.58,0.61,0.79,0.64,0.83,0.73,0,0,63,69,60.17,70.13,66.67,71.5,62.4,70.5,Will Graduate
Computer-Application,Male,Parttime,0.67,0.66,0.79,0.99,0.57,0.89,0.75,0.57,20,1,80.75,81.63,73.17,75.75,69.33,67.33,67,75.38,Will Graduate
Computer-Application,Male,Parttime,0.63,0.93,0.78,0.61,0.69,0.65,0.66,0.88,20,4,77,76.58,78.67,76.25,76.33,70,60,69.38,Will Graduate
Computer-Application,Male,Fulltime,0.93,0.52,0.79,0.91,0.67,0.62,0.59,0.59,0,0,84.67,81.25,81,82.5,80.5,75.67,90.6,89.25,Will Graduate
Computer-Application,Male,Fulltime,0.71,0.77,0.72,0.81,0.88,0.96,0.68,0.54,20,0,74.08,74.67,72.83,85.67,81.25,83.83,82,82.63,Will Graduate
Computer-Application,Male,Fulltime,0.64,0.58,0.5,0.78,0.9,0.68,0.68,0.88,20,0,75.67,78.83,79.67,86.25,89.42,89,90.7,93.63,Will Graduate
Computer-Application,Male,Fulltime,0.85,0.73,0.62,0.9,0.63,0.98,0.51,0.62,0,2,71.67,68.17,68.33,65,64.33,73.33,72.6,86.5,Will Graduate
Computer-Application,Male,Fulltime,0.76,0.95,0.96,0.95,0.86,0.98,0.82,0.64,0,2,66.42,65.92,63,65.5,66.33,69.17,74.4,87.13,Will Graduate
Computer-Application,Male,Fulltime,0.78,0.97,0.5,0.62,0.61,0.7,0.67,0.75,20,0,87.25,91.33,88.67,86.25,89.67,87.67,92.1,97.25,Will Graduate
Computer-Application,Male,Fulltime,0.76,0.54,0.95,0.61,0.7,0.68,0.81,0.53,0,0,80.17,76.42,86.67,81.08,81.83,77.83,79.7,87.88,Will Graduate
Computer-Application,Male,Fulltime,0.73,0.56,0.59,0.8,0.71,0.68,0.77,0.83,20,0,78.33,73.58,80,79.75,80.58,78.33,80.2,81,Will Graduate
Computer-Application,Male,Fulltime,0.84,0.72,0.58,0.74,0.98,0.66,0.89,0.95,0,16,55,52,54,57.92,64.08,61.58,55.6,71.25,Will Graduate
Computer-Application,Male,Parttime,0.58,0.55,0.53,0.5,0.9,0.53,0.93,0.58,10,0,79.67,77.17,83.17,85.5,83.17,87.17,84,93.13,Will Graduate
Computer-Application,Male,Fulltime,0.59,0.75,0.95,0.54,0.84,0.6,0.98,0.61,10,2,77.08,72.47,76.17,77,73.67,73.17,69,86,Will Graduate
Computer-Application,Male,Fulltime,0.6,0.68,0.59,0.92,0.85,0.99,0.89,0.99,10,7,57,58.83,59.83,62.67,61.42,64,61,77.75,Will Graduate
Computer-Application,Female,Fulltime,0.8,0.51,0.66,0.77,0.87,0.57,0.73,0.93,0,7,61,56.83,56.33,62.43,56.67,57.17,55.5,66.75,Will Graduate
Computer-Application,Male,Parttime,0.99,0.64,0.72,0.72,0.95,0.57,0.53,0.95,0,0,75.67,76.5,78.5,74.17,81.5,77,78.6,88.5,Will Graduate
Computer-Application,Male,Parttime,0.64,0.85,0.83,0.6,0.51,0.75,0.73,0.92,0,2,87.67,83.67,71.25,66.75,75.33,69.17,66.4,80.5,Will Graduate
Computer-Application,Male,Fulltime,0.9,0.77,0.63,0.84,0.84,0.66,0.79,0.98,20,0,93,87.83,91.17,93.83,91,92.5,88.3,93.75,Will Graduate
Computer-Application,Female,Fulltime,0.52,0.69,0.88,0.82,0.96,0.87,0.96,0.71,0,12,88.17,72.83,78,55.5,72.42,68.83,59,79.13,Will Graduate
Computer-Application,Male,Fulltime,0.65,0.64,0.76,0.87,0.6,0.86,0.54,0.62,20,0,88.83,88,92,90,90.5,90.5,84.8,86.38,Will Graduate
Computer-Application,Male,Parttime,0.98,0.56,0.84,0.53,0.64,0.62,0.67,0.51,30,3,87.17,81.67,77.42,73.5,72.92,70.67,67.1,74,Will Graduate
Computer-Application,Male,Fulltime,0.52,0.59,0.9,0.74,0.51,0.82,0.58,0.93,20,9,64.67,55.67,54.83,65.33,57.42,65.67,56.9,61.5,Will Graduate
Computer-Application,Male,Parttime,0.92,0.8,0.76,0.9,0.72,0.92,0.92,0.87,0,1,86.33,78.67,57.33,70.17,76.83,71.67,71.8,70.75,Will Graduate
Computer-Application,Male,Parttime,0.59,0.85,0.96,0.78,0.5,0.69,0.94,0.63,0,4,90.17,95.33,93,92,91.5,95.83,93.8,97,Will Graduate
Computer-Application,Male,Fulltime,0.85,0.88,0.83,0.51,0.56,0.8,0.83,0.73,20,3,94.17,90.5,80.67,85.42,89.42,92.17,91.1,98.75,Will Graduate
Computer-Application,Male,Fulltime,0.73,0.88,0.69,0.84,0.63,0.65,0.87,0.91,0,6,83.5,85.42,76.3,67.75,58.17,66,79.5,79,Will Graduate
Computer-Application,Female,Fulltime,0.92,0.87,0.61,0.93,0.85,0.95,0.7,0.68,0,1,82.17,69.68,68.97,66.92,71.92,67,71.6,84.5,Will Graduate
Computer-Application,Male,Parttime,0.79,0.91,0.7,0.79,0.82,0.74,0.75,0.55,9.090909958,1,82,75.83,76.25,72.17,77.08,78.17,74,87.25,Will Graduate
Computer-Application,Male,Parttime,0.52,0.92,0.56,0.54,0.51,0.96,0.77,0.99,30,2,74.5,70.17,83.75,85.17,80.42,83.25,89.4,92.25,Will Graduate
Computer-Application,Male,Parttime,0.77,0.89,0.66,0.61,0.58,0.59,0.7,0.74,0,2,78.67,86.25,67.38,74.25,67.83,69.33,65.2,78.75,Will Graduate
Computer-Application,Male,Fulltime,0.8,0.7,0.61,0.98,0.54,0.79,0.83,0.78,0,3,63.67,66,61.21,62.33,64,60.33,59.4,74.75,Will Graduate
Computer-Application,Male,Fulltime,0.91,0.72,0.87,0.71,0.92,0.98,0.66,0.86,0,0,81.58,74.88,67.83,73.75,78.17,76.42,86.1,88.75,Will Graduate
Computer-Application,Male,Parttime,0.82,0.52,0.66,0.73,0.67,0.66,0.81,0.58,0,0,92.58,88.75,92.42,88.75,86.5,86.25,94.8,93,Will Graduate
Computer-Application,Male,Fulltime,0.98,0.65,0.8,0.58,0.5,0.78,0.88,0.59,0,0,83,84.42,78.5,75.5,71.92,65.75,74.6,86.5,Will Graduate
Computer-Application,Male,Fulltime,0.81,0.79,0.53,0.77,0.79,0.61,0.71,0.7,0,19,57.17,52.42,66.13,63.33,56,60.5,63.6,71.75,Will Graduate
Computer-Application,Male,Parttime,0.69,0.73,0.59,0.77,0.6,0.67,0.58,0.87,0,15,64.33,58.58,61.83,56.75,62.75,65.08,61.8,67.25,Will Graduate
Computer-Application,Male,Fulltime,0.64,0.6,0.58,0.58,0.7,0.74,0.63,0.93,0,4,67.75,65.67,66.88,62.83,68.83,68.58,67.3,74,Will Graduate
Computer-Application,Male,Fulltime,0.5,0.69,0.97,0.77,0.95,0.96,0.96,0.9,0,5,64.75,63,62.75,66.33,66.75,72.08,75,77.5,Will Graduate
Computer-Application,Male,Fulltime,0.99,0.64,0.76,0.86,0.51,0.5,0.98,0.89,20,7,59.75,61.25,61.53,58.67,62.92,64.17,56.7,69.75,Will Graduate
Computer-Application,Male,Fulltime,0.53,0.99,0.87,0.87,0.74,0.58,0.7,0.77,20,3,54.17,59.67,66.3,63.5,71,67.33,68.2,77.25,Will Graduate
Computer-Application,Male,Parttime,0.73,0.87,0.65,0.65,0.83,0.67,0.87,0.85,20,0,75.83,71.33,75.41,76,80.67,72.58,80.4,83.25,Will Graduate
Computer-Application,Male,Fulltime,0.65,0.71,0.61,0.92,0.79,0.7,0.61,0.98,0,0,86,80.55,87,89.33,81.58,80.83,77.4,88.25,Will Graduate
Computer-Application,Male,Parttime,0.58,0.97,0.59,0.56,0.55,0.56,0.65,0.57,20,0,72.33,66.25,82.17,75.25,74.25,69.33,61.8,76.25,Will Graduate
Computer-Application,Male,Parttime,0.9,0.8,0.82,0.7,0.53,0.58,0.8,0.78,100,0,81.08,80.25,90.29,89.59,88.92,82,84,91.75,Will Graduate
Computer-Application,Male,Fulltime,0.5,0.67,0.83,0.67,0.84,0.72,0.56,0.65,20,3,58.83,59,63.88,61.17,67.33,72.08,62.6,81.25,Will Graduate
Computer-Application,Male,Fulltime,0.59,0.5,0.75,0.73,0.9,0.82,0.91,0.59,0,7,91.67,89.33,73.25,76.25,56.83,70.67,78.4,85.75,Will Graduate
Computer-Application,Male,Fulltime,0.99,0.81,0.59,0.52,0.83,0.62,0.6,0.63,0,0,88.67,89.3,88.47,89.5,81.17,82.75,79.7,90.75,Will Graduate
Computer-Application,Male,Fulltime,0.89,0.54,0.54,0.6,0.86,0.53,0.56,0.71,0,12,60.67,59.25,58.25,64.83,57.67,59.25,56.8,72,Will Graduate
Computer-Application,Male,Fulltime,0.89,0.81,0.9,0.58,0.69,0.73,0.56,0.63,20,0,89.83,86.83,89.92,88.92,77,76.67,75,82.75,Will Graduate
Computer-Application,Male,Fulltime,0.96,0.93,0.78,0.59,0.63,0.87,0.99,0.82,0,0,85,87.83,87.83,86,82.92,79.42,86.4,91.25,Will Graduate
Computer-Application,Male,Fulltime,0.65,0.8,0.55,0.86,0.63,0.6,0.63,0.82,0,0,92.92,87.67,85.33,81.75,80.58,85.58,85.3,89.25,Will Graduate
Computer-Application,Male,Fulltime,0.73,0.71,0.85,0.64,0.65,0.84,0.74,0.69,0,1,74.17,75.42,77.75,74.17,76.75,76.67,77.8,87,Will Graduate
Computer-Application,Female,Fulltime,0.6,0.59,0.64,0.94,0.77,0.53,0.85,0.66,0,0,87,72.08,85.12,74.42,79.08,77.58,78.9,87.25,Will Graduate
Computer-Application,Male,Parttime,0.76,0.84,0.92,0.6,0.73,0.86,0.63,0.57,0,2,77.67,70.42,82.83,77.25,80.5,80.5,85.2,91,Will Graduate
Computer-Application,Male,Parttime,0.97,0.66,0.87,0.87,0.73,0.57,0.66,0.59,0,0,75.58,78.58,72.83,67.42,76.42,82.17,79.9,85.75,Will Graduate
Computer-Application,Male,Parttime,0.98,0.63,0.72,0.72,0.93,0.99,0.69,0.96,0,0,84,79.17,81.76,74.5,79.83,78.83,82.2,87.25,Will Graduate
Computer-Application,Male,Fulltime,0.91,0.5,0.78,0.9,0.67,0.65,0.73,0.7,0,0,80.67,83.5,74.75,71.83,74.17,74.33,76.1,89.5,Will Graduate
Computer-Application,Male,Fulltime,0.85,0.63,0.6,0.64,0.89,0.52,0.95,0.69,20,11,58.5,57.58,58.03,61.17,64.83,60.5,66,70.75,Will Graduate
Computer-Application,Male,Fulltime,0.6,0.96,0.99,0.56,0.83,0.99,0.95,0.81,0,2,75.83,79.5,71.97,67.17,67.42,66.83,62.4,66.5,Will Graduate
Computer-Application,Male,Fulltime,0.7,0.57,0.76,0.57,0.61,0.83,0.81,0.58,0,1,82.33,85.67,73.33,70.08,71.42,66.75,63.5,81.5,Will Graduate
Computer-Application,Male,Fulltime,0.96,0.58,0.52,0.85,0.69,0.92,0.52,0.84,0,5,65.83,65.17,60.97,61,65,72.42,74.1,76.25,Will Graduate
Computer-Application,Male,Fulltime,0.66,0.8,0.51,0.67,0.83,0.62,0.62,0.77,20,1,70.5,64.5,68.63,69.83,69,70.67,67.9,81.75,Will Graduate
Computer-Application,Male,Fulltime,0.96,0.51,0.67,0.81,0.55,0.83,0.52,0.62,0,0,78.92,79.25,81.79,82.42,84.67,81.42,91.4,92.25,Will Graduate
Computer-Application,Female,Fulltime,0.55,0.88,0.76,0.68,0.62,0.55,0.89,0.81,0,0,81.67,75.92,82.5,78.25,81.33,78.25,83.6,92.75,Will Graduate
Computer-Application,Male,Fulltime,0.87,0.95,0.64,0.84,0.78,0.89,0.61,0.9,0,0,92.17,90.67,86.17,84.33,83.5,88.33,89.6,89,Will Graduate
Computer-Application,Male,Fulltime,0.68,0.68,0.88,0.87,0.7,0.91,0.96,0.57,0,0,73.42,84.58,81.33,78.72,79,80.42,91.2,94,Will Graduate
Computer-Application,Male,Fulltime,0.89,0.57,0.69,0.75,0.69,0.68,0.87,0.78,10,10,55.67,55.58,56.63,60.75,60,63.25,63,68,Will Graduate
Computer-Application,Male,Fulltime,0.8,0.67,0.95,0.76,0.94,0.92,0.79,0.7,10,4,63.5,60.58,62.25,70.33,65.08,61.83,60.6,67.75,Will Graduate
Computer-Application,Male,Fulltime,0.64,0.59,0.55,0.99,0.78,0.94,0.87,0.54,9.090909958,0,73.17,67.25,67.08,71.17,69.5,85,78.04,86.75,Will Graduate
Computer-Application,Male,Fulltime,0.59,0.82,0.83,0.72,0.59,0.79,0.71,0.68,20,0,96.42,96.92,95.58,94.5,92.67,90.42,95.4,94.5,Will Graduate
Computer-Application,Male,Parttime,0.79,0.89,0.61,0.85,0.96,0.74,0.83,0.93,20,4,71.5,64.67,68.33,67.5,71.92,69.17,75.8,76,Will Graduate
Computer-Application,Male,Fulltime,0.9,0.81,0.87,0.91,0.97,0.62,0.67,0.5,0,15,59.75,68.83,61.42,50.83,62.08,70.25,59.1,82.25,Will Graduate
Computer-Application,Male,Parttime,0.51,0.54,0.69,0.82,0.55,0.8,0.84,0.81,0,0,63.5,66,68.92,67.58,73.25,80.58,73.6,85,Will Graduate
Computer-Application,Male,Fulltime,0.52,0.68,0.87,0.78,0.82,0.76,0.83,0.88,0,1,71.92,69,68.21,69.5,59.83,64.58,74,74.5,Will Graduate
Computer-Application,Male,Fulltime,0.94,0.53,0.85,0.66,0.77,0.85,0.94,0.66,20,1,70.5,70.75,60.38,65.67,69.17,67.25,59.4,79.5,Will Graduate
Computer-Application,Male,Fulltime,0.99,0.97,0.87,0.97,0.74,0.81,0.84,0.76,20,3,56.17,67.5,63.08,60.83,71.83,72.33,73.2,79.75,Will Graduate
Computer-Application,Male,Fulltime,0.77,0.61,0.71,0.73,0.55,0.54,0.57,0.72,20,7,61.08,58.25,61.88,68.75,66.5,67.08,59.8,68,Will Graduate
Computer-Application,Male,Fulltime,0.92,0.92,0.87,0.59,0.85,0.96,0.78,0.5,30,9,60.42,61,65.01,59.67,71.17,62,69.5,76.5,Will Graduate
Computer-Application,Male,Parttime,0.66,0.81,0.58,0.98,0.67,0.91,0.55,0.5,0,0,91.5,91.67,91.08,92.5,91.67,91.67,94,93.25,Will Graduate
Computer-Application,Male,Parttime,0.88,0.88,0.77,0.74,0.88,0.7,0.84,0.61,0,0,91.75,89.25,93.38,91.67,87,84.33,89.4,92.5,Will Graduate
Computer-Application,Male,Fulltime,0.52,0.8,0.94,0.81,0.72,0.68,0.76,0.74,20,0,81.58,80.83,90.04,87.83,88.75,88.92,92.9,97.25,Will Graduate
Computer-Application,Male,Parttime,0.96,0.55,0.91,0.88,0.7,0.84,0.62,0.57,20,1,82.38,70.72,72.33,65.92,70,77.33,82.4,87.5,Will Graduate
Computer-Application,Male,Fulltime,0.52,0.88,0.86,0.64,0.63,0.75,0.87,0.59,60,0,88.08,84.92,91.92,89.58,92.42,92,91.6,95,Will Graduate
Computer-Application,Male,Fulltime,0.74,0.89,0.76,0.61,0.8,0.68,0.99,0.9,0,1,74.42,70.75,68.17,65.92,61.17,66.25,62.5,70.5,Will Graduate
Computer-Application,Male,Parttime,0.55,0.55,0.59,0.8,0.75,0.84,0.98,0.87,0,0,86.75,83.25,84.95,80.63,78.83,83.67,82.8,90,Will Graduate
Computer-Application,Male,Fulltime,0.63,0.92,0.7,0.75,0.67,0.61,0.53,0.84,0,14,62.67,59.67,60.79,59.92,57.83,53.17,58,72.5,Will Graduate
Computer-Application,Male,Parttime,0.63,0.6,0.64,0.89,0.55,0.57,0.69,0.78,0,0,79.92,79.97,85.33,83.75,88.67,85.25,93.8,91.5,Will Graduate
Computer-Application,Male,Parttime,0.8,0.69,0.57,0.75,0.58,0.63,0.94,0.79,0,5,61.58,52.08,58.42,56.42,59.42,62.75,60.2,69.75,Will Graduate
Computer-Application,Female,Fulltime,0.64,0.82,0.71,0.59,0.82,0.83,0.7,0.52,0,0,87.83,86.33,81,82.42,80,77.5,81.4,87.75,Will Graduate
Computer-Application,Male,Fulltime,0.52,0.53,0.59,0.87,0.58,0.8,0.76,0.92,0,25,69.75,76.25,76.67,55.33,57.58,63.58,56.2,50,Will Graduate
Computer-Application,Female,Fulltime,0.81,0.79,0.54,0.82,0.5,0.52,0.61,0.99,0,0,73.67,83.15,76.38,76.25,78.33,72.83,81.9,90.75,Will Graduate
Computer-Application,Male,Fulltime,0.65,0.79,0.99,0.58,0.93,0.9,0.73,0.97,0,12,58.25,51.17,58.78,61.67,58.83,60.58,56.5,65.25,Will Graduate
Computer-Application,Male,Fulltime,0.66,0.91,0.56,0.59,0.75,0.98,0.68,0.94,0,0,83,79.17,77.67,75.83,77.08,73.83,81.5,91.75,Will Graduate
Computer-Application,Male,Fulltime,0.67,0.53,0.65,0.65,0.84,0.73,0.62,0.94,0,19,61,52.83,62.05,53.67,61.42,51,59.2,71.5,Will Graduate
Computer-Application,Male,Fulltime,0.85,0.93,0.59,0.66,0.54,0.73,0.55,0.57,100,2,89.33,85.58,67.25,84.67,80.17,88.42,88.5,96,Will Graduate
Computer-Application,Male,Fulltime,0.69,0.73,0.62,0.88,0.57,0.71,0.86,0.65,20,0,87.83,82.83,85.25,81.67,82,86.83,88.9,95.5,Will Graduate
Computer-Application,Male,Parttime,0.68,0.95,0.72,0.77,0.69,0.66,0.71,0.57,0,0,76.83,72.75,90.37,80.83,83.17,76.58,88.1,89,Will Graduate
Computer-Application,Male,Fulltime,0.75,0.55,0.5,0.85,0.75,0.71,0.79,0.83,0,0,81.58,75.83,87.98,85.08,88.67,86.67,90,92,Will Graduate
Computer-Application,Male,Fulltime,0.79,0.97,0.98,0.51,0.59,0.93,0.91,0.74,0,0,97.08,93.42,96.17,94.25,92.33,93,95.4,96.25,Will Graduate
Computer-Application,Male,Parttime,0.5,0.94,0.74,0.85,0.55,0.7,0.87,0.74,0,6,71,62.75,72.25,61.75,68.17,68.67,69.6,81,Will Graduate
Computer-Application,Male,Fulltime,0.59,0.76,0.53,0.88,0.81,0.93,0.72,0.8,0,0,74.33,73.57,76.08,72.5,69.67,70,66.4,78.75,Will Graduate
